,Date,Russia_Ukraine_Date_Flag,Covid_Flag,US_Crude_Oil_Prices_Dollar_Per_Barrel,Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,producer_price_index_all_commodities
2,2013-03-01,0,0,0.0242415664916944,-0.005704800114392117,0.09360898713927845,-0.04993762371527022,-0.07731116052483716
3,2013-04-01,0,0,-0.05168484931248085,0.005704800114392117,-0.039666849009269534,-0.03314858681334143,-0.0073629676690316614
4,2013-05-01,0,0,0.01555119359844559,-0.022819200457568134,0.05223778802205814,0.02561304234340578,0.04049632217967597
5,2013-06-01,0,0,-0.04253708837221848,-0.011409600228784122,0.08191736251339421,0.00566141942041809,-0.014725935338063212
6,2013-07-01,0,0,0.34715752768294306,0.0,0.06391855691477,-0.018233674960930868,-0.00368148383451683
7,2013-08-01,0,0,0.07089514728703028,-0.005704800114392117,-0.017097779745374186,0.007379367382475355,-0.011044451503548491
8,2013-09-01,0,0,-0.029272835008838483,0.0,-0.026520556138380114,-0.0003513984467851117,-0.003681483834514776
9,2013-10-01,0,0,-0.28083626086604263,0.005704800114392117,-0.10544173629639375,-0.03416373788183069,-0.040496322179677025
10,2013-11-01,0,0,-0.3421262591657992,-0.005704800114392117,0.09492253085304858,0.00491957825498357,0.0036814838345158307
11,2013-12-01,0,0,0.14407723480912615,0.005704800114392117,0.017401740274181732,0.017843232242283014,0.07731116052483716
12,2014-01-01,0,0,-0.10428447471898683,-0.011409600228784122,0.10104516436186795,0.034632269144208916,0.036814838345160195
13,2014-02-01,0,0,0.33343588627255016,0.0,0.019627165574373162,-7.808854372926e-05,0.003681483834514776
14,2014-03-01,0,0,-0.03155977524390363,0.005704800114392006,-0.02223254153557308,0.025261643896621888,-0.022088903007094846
15,2014-04-01,0,0,0.014636417504418908,0.005704800114392117,-0.04832972408025804,-0.028619451277007935,-2.7755575615628914e-17
16,2014-05-01,0,0,-0.034304103525982566,0.0,-0.03534626720694445,0.001913169321382746,-0.058903741352257094
17,2014-06-01,0,0,0.134472085821852,0.005704800114392006,0.01708692401220202,-0.015032044668006339,0.022088903007096927
18,2014-07-01,0,0,-0.09056283330859416,-0.005704800114392006,-0.024262563638673962,-0.020927729719611765,-0.022088903007096927
19,2014-08-01,0,0,-0.27351805211383384,0.0,0.10604965735400729,-0.011908502918809738,-0.025770386841611703
20,2014-09-01,0,0,-0.17609439810004335,0.0,0.16718914657683226,0.022528544866075584,0.014725935338064267
21,2014-10-01,0,0,-0.3672826017515194,0.0,0.14315455333476157,-0.030337399239066087,-0.08835561202838463
22,2014-11-01,0,0,-0.35539051252917914,0.0,0.1818443863585808,-0.0267062819556243,0.018407419172580097
23,2014-12-01,0,0,-0.7414260242082349,0.017114400343176017,0.2528734485007935,-0.0022255234963026727,-0.05154077368322446
24,2015-01-01,0,0,-0.539717895475458,-0.005704800114391895,0.2514839146548187,0.00913635961639736,-0.04049632217967597
25,2015-02-01,0,0,0.05900305806468986,0.0,0.15282701159071643,0.08277385635369394,0.1509408372151565
26,2015-03-01,0,0,-0.07729857994521405,0.0,0.2384136119161338,0.014914911852409674,0.047859289848708686
27,2015-04-01,0,0,0.30370566321669845,0.005704800114391895,-0.10990344262994872,-0.035803597300158585,-0.036814838345160306
28,2015-05-01,0,0,0.23235312788265505,0.0,-0.10267352433761956,0.028346141373954414,0.11412599886999641
29,2015-06-01,0,0,0.06860820705196496,0.005704800114392228,0.08386053875112232,-0.014563513405627004,-0.040496322179675914
30,2015-07-01,0,0,-0.3741434224567158,0.0,0.2111005872562205,-0.03189917011366383,-0.08467412819386888
31,2015-08-01,0,0,-0.3531035722941136,0.005704800114391895,0.20117844713731836,-0.013821672240191485,-0.040496322179676025
32,2015-09-01,0,0,0.07409686361612255,0.0,0.09493338658622077,-0.0012884609715438922,-0.029451870676128533
33,2015-10-01,0,0,0.03384671547896945,-0.011409600228784122,-0.10287978326788041,0.010307687772346918,0.044177806014192855
34,2015-11-01,0,0,-0.18981603951043668,0.0,0.1941005091093915,-0.015422487386654193,-0.007362967669032661
35,2015-12-01,0,0,-0.27123111187876847,0.06845760137270473,0.11877257663120129,-0.012064680006270478,-0.0147259353380631
36,2016-01-01,0,0,-0.2396713366348644,0.05704800114392061,0.2658243381745892,0.04693121478166917,0.047859289848707354
37,2016-02-01,0,0,-0.06860820705196513,0.022819200457568245,-0.10342256992646326,-0.007652677285530096,-0.0147259353380631
38,2016-03-01,0,0,0.290441409853319,-0.011409600228784122,-0.2592674753389042,0.03225056856044917,0.07731116052483511
39,2016-04-01,0,0,0.17014835348887303,0.005704800114391895,-0.20368612149997317,0.0042167813614134575,0.01104445150354838
40,2016-05-01,0,0,0.24836170952811343,0.0,0.12195330645049862,-0.006286127770255723,0.036814838345161416
41,2016-06-01,0,0,0.13447208582185133,0.005704800114392228,0.045496377722453116,-0.006988924663827167,0.007362967669030329
42,2016-07-01,0,0,-0.14865111527925756,0.005704800114391895,0.09962306331638043,-0.046033196528775355,-0.08099264435935183
43,2016-08-01,0,0,-0.011434701175327522,0.005704800114392228,-0.11278021192044008,0.023856050109484772,-0.044177806014191856
44,2016-09-01,0,0,0.004116492423117846,0.0,0.09536761591308794,0.013977849327652003,0.05154077368322452
45,2016-10-01,0,0,0.20353768092082958,0.0,0.1256876786615508,-0.010854307578455513,-0.018407419172581152
46,2016-11-01,0,0,-0.15322499574938853,0.005704800114391895,0.2858097429436284,-0.026432972052571668,-0.007362967669030551
47,2016-12-01,0,0,0.25019126171616557,0.0741624014870968,0.1951100922943561,0.017765143698551422,0.08467412819386666
48,2017-01-01,0,0,0.04894052103040181,0.06275280125831262,-0.012918322474282817,0.051850793036654075,0.022088903007096983
49,2017-02-01,0,0,0.05580134173559814,0.005704800114392061,-0.1807913802409281,-0.02510546680916259,-0.05890374135225607
50,2017-03-01,0,0,-0.13813119019795606,0.07416240148709674,-0.0504357363155617,-0.022099057875562544,-0.036814838345160084
51,2017-04-01,0,0,0.03842059594910019,0.06275280125831256,-0.09618179590096215,0.020498242729099725,0.058903741352255956
52,2017-05-01,0,0,-0.09330716159067232,0.005704800114392061,-0.055440229307699374,-0.020068755738584243,-0.0625852251867719
53,2017-06-01,0,0,-0.13813119019795606,0.07416240148709674,-0.16270572877693346,0.0005075755342444088,0.036814838345159195
54,2017-07-01,0,0,0.0571735058766375,0.06275280125831253,-0.18451489671881138,-0.015266310299195895,-0.033133354510643365
55,2017-08-01,0,0,0.07043775924001738,0.005704800114392061,-0.1253511509332288,0.035217933222184916,0.014725935338064322
56,2017-09-01,0,0,0.10108275838989511,-0.005704800114392061,-0.1141697457664132,0.02213810214742551,0.025770386841611703
57,2017-10-01,0,0,0.08919066916755436,0.0,0.22091417004340705,-0.056848459835364795,-0.033133354510644364
58,2017-11-01,0,0,0.2776345445369517,0.005704800114392061,0.029777276089880053,0.006325172042120908,0.03313335451064425
59,2017-12-01,0,0,0.0818724604153449,0.07986720160148883,-0.031231944334883785,-0.0058956850516076464,-0.02208890300709576
60,2018-01-01,0,0,0.24104350077590386,0.06275280125831253,-0.27346677432744293,0.0580978765350445,0.044177806014191745
61,2018-02-01,0,0,-0.04894052103040171,0.00570480011439206,-0.07671746632416487,-0.008550695538422526,-0.00736296766903155
62,2018-03-01,0,0,-0.022869402350655016,0.051343201029528544,0.03227409471936288,-0.02190383651623795,-0.05154077368322452
63,2018-04-01,0,0,0.12898342925769424,0.10268640205905694,-0.000488507992724263,0.016749992630063326,0.03681483834516014
64,2018-05-01,0,0,0.12166522050548445,0.005704800114392061,0.336875111783146,0.0019522135932479312,0.0699481928558035
65,2018-06-01,0,0,-0.1536823837964016,0.06845760137270473,0.1951318037607001,-0.025027378265432165,-0.06994819285580345
66,2018-07-01,0,0,0.19210297974550214,0.05134320102952841,0.02343752791762635,-0.014993000396141154,-0.033133354510643365
67,2018-08-01,0,0,-0.19942118849771157,0.0,0.08375198141940515,0.004802445439388403,-0.036814838345161194
68,2018-09-01,0,0,0.041164924231178936,0.022819200457568245,0.026857083866702075,0.005973773595338017,0.04049632217967597
69,2018-10-01,0,0,0.07501163971014876,0.1369152027454093,0.08161340198458694,0.0059737735953369064,0.02945187067612859
70,2018-11-01,0,0,-0.4358908088034847,0.005704800114392172,0.14521714263737867,-0.05048424352137865,-0.12148896653902796
71,2018-12-01,0,0,-0.36682521370450605,0.03993360080074432,0.004700532463331741,0.001639859418326839,0.03681483834515914
72,2019-01-01,0,0,0.016923357739484612,0.07416240148709669,-0.1922333230038662,0.050132845074594645,-0.022088903007095873
73,2019-02-01,0,0,0.21039850162602602,0.0,-0.0032241527519838997,0.022840899040996843,0.07362967669032022
74,2019-03-01,0,0,0.2222905908483666,0.005704800114392117,0.040350760199083735,0.014134026415110329,0.05522225751774146
75,2019-04-01,0,0,0.2533929780452574,0.005704800114392006,0.013037735539170425,-0.003123541749195352,-0.011044451503549602
76,2019-05-01,0,0,-0.14956589137328385,-0.017114400343176128,0.11448456202839119,-0.03131350603569019,-0.06258522518677184
77,2019-06-01,0,0,-0.2465321573400606,-0.005704800114392117,-0.05743768421128592,-0.019248826029419824,-0.03681483834515914
78,2019-07-01,0,0,0.0974236540137901,0.011409600228784122,-0.03792993170180048,0.014719690493088494,0.06626670902128662
79,2019-08-01,0,0,-0.1298982053517203,-0.15402960308858554,0.21966576072866562,-0.017218523892446103,-0.0699481928558035
80,2019-09-01,0,0,0.06906559509897803,-0.051343201029528385,0.024273419371844573,0.008355474179101319,0.02577038684161287
81,2019-10-01,0,0,-0.09147760940261995,-0.11980080240223315,-0.06271357053271487,0.015071088939869193,0.03681483834515897
82,2019-11-01,0,0,0.0832446245563842,-0.15973440320297755,-0.02034364396370214,-0.028307097102086953,0.007362967669032772
83,2019-12-01,0,0,0.15779887621951932,0.0,-0.07054055414948696,-0.003748250099037509,-0.014725935338064322
84,2020-01-01,0,0,-0.08507417674443662,0.0,-0.06861908937810302,0.04806349866575467,0.011044451503548491
85,2020-02-01,0,1,-0.315140364392026,0.017114400343176184,0.1553346859533727,-0.011322838840836104,-0.10676303120096586
86,2020-03-01,0,1,-0.8530287076794312,-0.5305464106384612,0.46885911568426253,-0.04958622526848498,-0.03681483834515897
87,2020-04-01,0,1,-0.7240452784217375,-0.3422880068635233,0.24543727127820203,-0.045408488178936536,-0.1472593533806409
88,2020-05-01,0,1,0.12989820535172036,0.0,-0.07225575999061018,0.06758563459822713,0.39391877029321365
89,2020-06-01,0,1,0.722215726233685,0.017114400343176128,-0.31908256511478517,0.05458389206720017,-0.018407419172580153
90,2020-07-01,0,1,0.16603186106575518,0.005704800114392117,-0.10683127014236693,-0.0038653829146318014,-0.029451870676127534
91,2020-08-01,0,1,0.08827589307352834,0.005704800114392006,-0.18919371771579907,-0.01901456039822902,-0.018407419172580153
92,2020-09-01,0,1,-0.11663395198834037,-0.005704800114392006,-0.06559033982320789,-0.01776514369855356,-0.003681483834516719
93,2020-10-01,0,1,-0.019667686021563435,0.0,-0.061356603886256356,-0.009917245053695662,-0.0073629676690316614
94,2020-11-01,0,1,0.08507417674443651,0.0,-0.18290824820940388,-0.010424820587941322,0.029451870676128533
95,2020-12-01,0,1,0.25933902265642794,0.0,-0.23863072657956666,0.015773885833439402,0.014725935338063212
96,2021-01-01,0,1,0.2538503660922704,0.0,-0.04448679453748859,0.03369520661945129,0.07731116052483722
97,2021-02-01,0,1,0.31879946876813064,-0.005704800114392117,0.05777421193960792,0.012650344084244071,0.05522225751773924
98,2021-03-01,0,1,0.18249783075822698,-0.005704800114392006,0.1435345039957701,0.01682808117379251,-0.051540773683223434
99,2021-04-01,0,1,-0.0256137306327337,0.0,-0.07676088925685144,0.012259901365592726,-0.055222257517740264
100,2021-05-01,0,1,0.1340146977748383,-0.005704800114392117,-0.15386916197519696,-0.0014055937871360336,0.15094083721515655
101,2021-06-01,0,1,0.2643702911735719,0.011409600228784122,0.039471445812178915,0.014055937871382318,-0.11044451503548058
102,2021-07-01,0,1,0.07043775924001769,0.011409600228784122,0.1610230901353249,-0.046618860606752355,-0.038655580262418554
103,2021-08-01,0,1,-0.20308029287381632,-0.005704800114392006,0.03694205998318004,-0.02900989399565501,-0.050988551108046565
104,2021-09-01,0,1,0.15596932403146696,-0.005704800114392117,0.004429139134038751,0.006988924663824836,0.025696757164922146
105,2021-10-01,0,1,0.4308595402863403,0.0,0.06758779472679444,0.059972001584562395,0.09292065198318433
106,2021-11-01,0,1,-0.09422193768469878,0.0,0.10071949236671962,-0.03592073011575414,-0.07234115734823987
107,2021-12-01,0,1,-0.26940155969071594,0.0,0.08832224508467562,-0.019717357291797022,-0.1756435937447599
108,2022-01-01,0,1,0.44686812193179853,0.0,-0.08320919476082078,0.05825405362250302,0.2600600180702124
109,2022-02-01,1,1,0.41530834668789474,0.0,-0.004885079927249958,0.008667828354017915,0.040201803472914355
110,2022-03-01,1,1,0.8077472910251347,0.06845760137270462,0.1403320627101287,0.047634011675239396,0.04222661958189944
111,2022-04-01,1,1,-0.17060574153588592,0.07416240148709685,0.09464028179058531,-0.0852336454811865,-0.07576493731434053
112,2022-05-01,1,1,0.22640708327148462,0.25101120503325036,0.273825013522109,0.06176803809035181,0.09737524742294812
113,2022-06-01,1,1,0.2506486497631786,0.25101120503325036,0.03629071599288003,0.032328657104177205,-0.034642762882795
114,2022-07-01,1,1,-0.5914027447879382,0.26812560537642655,0.29679574491335525,-0.15812930105304313,-0.5513758338954626
115,2022-08-01,1,1,-0.3238307372852747,0.3708120074354836,-0.04718987209723369,-0.0027330990305485248,0.19324108647374416
116,2022-09-01,1,1,-0.41805267496997356,0.13121040263101735,0.35538413684083725,0.02897084972379327,0.03976002541277479
117,2022-10-01,1,1,0.09102022135560661,0.29664960594838685,0.2044025998893022,0.02213810214742651,-0.04377284279239846
118,2022-11-01,1,1,-0.09971059424885542,0.3993360080074436,-0.2844310648308257,-0.05876162915674854,0.034348244176036324
119,2022-12-01,1,1,-0.364995661516454,0.18255360366054574,-0.28388827817224294,-0.02393413865321392,-0.12355059748635733
120,2023-01-01,1,1,-0.03384671547896978,0.1312104026310177,-0.26426111259787133,0.1283385216200874,0.27942462303976456
121,2023-02-01,1,1,-0.06357693853482094,0.13691520274540947,0.05680805168732994,-0.027448123121060375,-0.1431360914859816
122,2023-03-01,1,1,-0.10199753448392085,0.04563840091513649,0.05107622457268968,-0.026315839236972893,-0.001803927078912304
123,2023-04-01,1,1,0.2350974561647335,0.10268640205905677,-0.15553008915046307,0.020732508360286284,0.053491960115517045
124,2023-05-01,1,1,-0.3242881253322881,0.1312104026310168,0.04572434811905801,-0.029790779432955494,-0.11353696145647518
125,2023-06-01,1,0,-0.07089514728703039,0.011409600228784456,-0.02352437378299943,0.008511651266557285,0.12620126584721092
126,2023-07-01,1,0,0.25064864976317835,0.022819200457568467,-0.12668640611334492,-0.015617708745978787,-0.007915190244210502
127,2023-08-01,1,0,0.2611685748444805,0.11980080240223279,0.1960328296139474,0.029400336714308528,0.14247342439576993
128,2023-09-01,1,0,0.3741434224567155,0.0,0.19160369047990866,-0.022333323506753322,-0.09538724615230909
129,2023-10-01,1,0,-0.1513954435613356,0.0,0.196347645875927,-0.03439800351301936,-0.18392693237242175
130,2023-11-01,1,0,-0.32886200580241953,0.0,-0.24474250435521405,-0.01960022447620502,0.0517616627132953
131,2023-12-01,1,0,-0.295015290323449,0.0,-0.14963542603824687,0.012298945637459147,-0.024076904277733346
132,2024-01-01,1,0,0.057173505876637554,0.0,0.045420387590250466,0.0771514812051397,0.16308973386905867
133,2024-02-01,1,0,0.12349477269353648,0.0,0.0910361783775927,0.009292536703860321,0.08025634759244848
134,2024-03-01,1,0,0.1834126068522533,0.0,-0.040622153528373506,0.0037872943708969764,-0.12704800712914666
135,2024-04-01,1,0,0.19118820365147615,0.0,0.15989409388547116,-0.03084497477330861,0.0631006329236048
136,2024-05-01,1,0,-0.22823663545953732,0.0,-0.02928876809715586,-0.027135768946139116,-0.13061904644862965
137,2024-06-01,1,0,-0.03247455133792987,0.0,0.1939376731118172,-0.01620337282395523,0.08180257080294728
138,2024-07-01,1,0,0.07409686361612178,0.0,-0.033663628565337333,0.010112466413022325,0.03350150289409459
139,2024-08-01,1,0,-0.1875290992753707,0.0,-0.0912532930410257,-0.00425582563328053,-0.12211481879089559
